QueryId,DocumentId,content_length,title_length,anchors_length
226,clueweb12-0302wb-68-13769,420,4,16
226,clueweb12-1414wb-11-05642,617,11,8
226,clueweb12-1413wb-57-06431,617,11,8
226,clueweb12-1211wb-97-24401,2559,4,109
226,clueweb12-0209wb-44-19829,923,6,0
226,clueweb12-0508wb-95-11901,1635,9,807
226,clueweb12-1700tw-59-03903,2579,10,10
226,clueweb12-1412wb-22-16618,618,11,8
226,clueweb12-1212wb-00-20236,1489,4,81
226,clueweb12-1904wb-86-02585,7598,9,352
226,clueweb12-1211wb-39-29454,458,8,1728
226,clueweb12-1708wb-50-15739,2160,7,8
226,clueweb12-0705wb-50-26185,176,6,30
226,clueweb12-0010wb-33-00503,2514,4,210
226,clueweb12-0906wb-29-23265,670,6,0
226,clueweb12-0911wb-10-02489,902,5,0
226,clueweb12-0104wb-83-10922,940,8,284
226,clueweb12-0100tw-12-19614,984,4,0
226,clueweb12-0406wb-68-13843,1166,9,6
226,clueweb12-0101wb-81-31447,796,5,3
226,clueweb12-0010wb-70-16075,742,4,1
226,clueweb12-0005wb-28-19418,601,10,28
226,clueweb12-1615wb-11-16766,1587,13,10
226,clueweb12-0005wb-46-36156,275,3,0
226,clueweb12-0001wb-37-20770,667,5,2
226,clueweb12-1414wb-01-12602,617,11,8
226,clueweb12-0205wb-42-18887,1240,6,0
226,clueweb12-0005wb-39-17518,655,9,30
226,clueweb12-1209wb-86-00840,2520,5,639
226,clueweb12-0401wb-56-20574,370,6,50
226,clueweb12-0510wb-60-06641,879,10,64
226,clueweb12-0600wb-73-07026,337,10,2
226,clueweb12-1210wb-73-02879,1202,5,0
226,clueweb12-0009wb-16-06927,803,9,0
226,clueweb12-0400wb-10-14998,607,8,3
226,clueweb12-0300tw-47-04020,7560,8,0
226,clueweb12-1413wb-36-11068,225,8,0
226,clueweb12-1412wb-45-16610,226,8,0
226,clueweb12-1412wb-75-00447,226,8,0
226,clueweb12-0904wb-50-20438,2138,4,2172
226,clueweb12-0210wb-90-06362,504,7,5
226,clueweb12-0510wb-88-02208,1508,6,6
226,clueweb12-0509wb-37-13372,1971,12,5
226,clueweb12-1706wb-07-03711,1915,6,392
226,clueweb12-0107wb-68-31118,1200,3,0
226,clueweb12-0511wb-60-25686,987,12,8
226,clueweb12-0401wb-44-22273,371,7,66
226,clueweb12-1409wb-49-15312,528,8,246
226,clueweb12-0508wb-81-18383,1527,3,2
226,clueweb12-1507wb-70-02676,2888,8,4492
227,clueweb12-0400wb-45-19923,560,8,0
227,clueweb12-1700wb-55-07716,809,4,18
227,clueweb12-0914wb-14-13746,438,5,4
227,clueweb12-0208wb-10-16093,779,13,0
227,clueweb12-1316wb-18-16955,422,7,0
227,clueweb12-0410wb-08-25519,2159,7,0
227,clueweb12-0402wb-54-17791,1165,7,30
227,clueweb12-0306wb-77-14055,737,8,3
227,clueweb12-0906wb-38-24872,2758,4,6
227,clueweb12-0409wb-70-14679,297,6,0
227,clueweb12-0601wb-35-02608,345,5,3
227,clueweb12-1316wb-33-16545,245,5,0
227,clueweb12-1516wb-22-20126,418,5,0
227,clueweb12-0809wb-35-05440,655,7,3
227,clueweb12-0602wb-49-08129,532,8,25
227,clueweb12-0011wb-06-13384,251,3,3
227,clueweb12-1017wb-92-22070,574,4,217
227,clueweb12-0604wb-06-29881,582,7,8
227,clueweb12-0409wb-89-19058,322,5,0
227,clueweb12-0509wb-56-31898,937,6,33
227,clueweb12-0500wb-68-12439,385,5,0
227,clueweb12-0004wb-86-23091,243,9,56
227,clueweb12-0202wb-88-06179,667,3,3
227,clueweb12-0004wb-70-22994,241,8,42
227,clueweb12-0205wb-22-03556,694,6,8
227,clueweb12-0706wb-41-28948,385,19,207
227,clueweb12-0609wb-67-18641,3207,3,9
227,clueweb12-0500wb-38-26840,883,6,21
227,clueweb12-1100tw-95-02319,320,10,17
227,clueweb12-0208wb-46-10503,669,7,14
227,clueweb12-0713wb-95-27836,377,4,2
227,clueweb12-1102wb-74-01532,317,4,4
227,clueweb12-1900tw-23-15322,762,4,6
227,clueweb12-0303wb-78-32496,668,4,4
227,clueweb12-0106wb-94-12162,3443,5,0
227,clueweb12-0404wb-13-25218,681,4,1
227,clueweb12-0300tw-49-07408,654,9,0
227,clueweb12-0005wb-02-15779,427,9,56
227,clueweb12-0300tw-46-11523,685,9,50
227,clueweb12-0402wb-51-14108,1051,2,2
227,clueweb12-0703wb-32-31316,259,3,0
227,clueweb12-1905wb-44-08158,1022,3,1325
227,clueweb12-0409wb-89-19072,298,5,0
227,clueweb12-0601wb-67-06964,720,12,16
227,clueweb12-1705wb-51-21402,723,6,60
227,clueweb12-0401wb-35-20106,1503,3,3
227,clueweb12-1205wb-29-15051,1173,8,0
227,clueweb12-1507wb-88-26402,238,2,4
227,clueweb12-0610wb-53-34291,407,3,8
227,clueweb12-0914wb-10-20508,263,4,4
227,clueweb12-0207wb-06-13382,483,4,27
227,clueweb12-0304wb-32-25101,972,4,0
227,clueweb12-0809wb-87-25118,657,10,29
227,clueweb12-0611wb-13-27240,288,3,2
227,clueweb12-0401wb-20-24313,404,4,4
227,clueweb12-1100tw-16-04492,805,10,27
227,clueweb12-0107wb-66-15750,3269,7,61
227,clueweb12-0400wb-61-15226,228,7,22
227,clueweb12-0817wb-57-12997,234,6,5
227,clueweb12-0207wb-61-21262,236,3,0
227,clueweb12-0902wb-29-12968,595,5,4
227,clueweb12-0410wb-79-17431,610,7,0
227,clueweb12-0106wb-17-14697,588,6,42
227,clueweb12-0302wb-96-19667,1074,6,27
227,clueweb12-0502wb-40-05387,372,8,0
227,clueweb12-0603wb-88-16600,366,3,3
227,clueweb12-0107wb-17-31655,391,3,2
227,clueweb12-0004wb-15-28447,611,5,12
227,clueweb12-0401wb-40-13579,578,3,14
227,clueweb12-0102wb-37-13560,678,2,2
227,clueweb12-0503wb-18-15523,228,4,0
227,clueweb12-1101wb-39-17907,246,6,6
227,clueweb12-0104wb-99-08195,1936,8,0
227,clueweb12-0606wb-88-29737,592,4,77
227,clueweb12-0004wb-50-28677,641,6,100
227,clueweb12-0206wb-71-10287,672,6,3
227,clueweb12-0109wb-24-32120,774,5,34
227,clueweb12-1805wb-85-19468,744,2,0
227,clueweb12-1809wb-05-13863,1791,4,236
227,clueweb12-0511wb-26-17591,453,7,0
227,clueweb12-1206wb-98-19787,473,8,0
227,clueweb12-0605wb-37-25353,786,6,6
227,clueweb12-0605wb-94-02892,765,5,3
227,clueweb12-0700tw-49-14193,770,7,120
227,clueweb12-0107wb-10-12767,478,5,12
227,clueweb12-0206wb-80-27561,375,3,3
227,clueweb12-0402wb-16-05198,274,5,0
227,clueweb12-0211wb-99-33795,327,4,6
227,clueweb12-0203wb-83-21296,820,4,22
227,clueweb12-0301wb-20-11885,734,5,128
227,clueweb12-0211wb-84-15183,602,3,0
227,clueweb12-1314wb-75-33622,822,2,56
227,clueweb12-0011wb-37-19347,309,6,3
227,clueweb12-0209wb-82-15122,605,5,125
227,clueweb12-0402wb-35-00791,599,5,5
227,clueweb12-0508wb-25-05795,374,5,6
227,clueweb12-0510wb-93-03888,234,11,11
227,clueweb12-0301wb-65-22583,514,7,1
227,clueweb12-1315wb-66-27675,331,6,11
227,clueweb12-0108wb-62-09798,433,4,24
228,clueweb12-1716wb-13-29033,906,8,96
228,clueweb12-1716wb-60-23030,465,12,0
228,clueweb12-0400wb-49-24877,755,7,0
228,clueweb12-0811wb-35-15845,625,8,0
228,clueweb12-0013wb-51-09640,268,4,1
228,clueweb12-0406wb-03-17715,390,2,9
228,clueweb12-0311wb-90-18665,725,9,6
228,clueweb12-0401wb-70-27823,372,2,0
228,clueweb12-1210wb-43-26060,890,6,21
228,clueweb12-0013wb-22-19636,338,5,6
228,clueweb12-0100wb-31-23980,339,2,18
228,clueweb12-0100wb-22-00279,373,2,36
228,clueweb12-0400wb-80-25314,608,3,0
228,clueweb12-0100wb-22-00265,426,2,38
228,clueweb12-1714wb-45-25122,928,1,956
228,clueweb12-0101wb-02-11579,505,4,0
228,clueweb12-0804wb-86-23328,676,8,7
228,clueweb12-0814wb-58-19519,1676,15,0
228,clueweb12-0010wb-11-19667,298,2,1
228,clueweb12-0512wb-14-15721,1667,4,0
228,clueweb12-0012wb-70-33048,628,7,60
228,clueweb12-0312wb-29-24609,526,4,0
228,clueweb12-1608wb-27-24129,2930,5,116
228,clueweb12-0900tw-56-09706,893,3,60
228,clueweb12-1601wb-17-04164,353,12,36
228,clueweb12-0401wb-12-00111,610,8,0
228,clueweb12-1413wb-88-23133,1024,8,6
228,clueweb12-0401wb-12-00083,578,5,0
228,clueweb12-0405wb-88-23311,1091,3,1081
228,clueweb12-1113wb-12-15063,1140,5,22
228,clueweb12-0401wb-41-28262,628,3,0
228,clueweb12-0401wb-98-26317,616,7,0
228,clueweb12-0807wb-93-01726,1012,6,95
228,clueweb12-0010wb-45-28371,270,5,1267
228,clueweb12-1716wb-89-10841,424,8,0
228,clueweb12-0202wb-33-32555,6713,13,5
228,clueweb12-0812wb-22-31687,3483,15,0
228,clueweb12-0400wb-33-08858,504,3,0
228,clueweb12-0601wb-57-09075,3076,15,7
228,clueweb12-0406wb-72-32248,234,5,0
228,clueweb12-0600tw-21-01000,277,6,0
228,clueweb12-0311wb-56-19591,663,8,0
228,clueweb12-0013wb-33-27091,246,4,28
228,clueweb12-0400wb-80-25342,784,9,0
228,clueweb12-0013wb-74-26153,265,5,3
228,clueweb12-0013wb-82-07925,282,5,2
228,clueweb12-0101wb-11-25017,274,4,0
228,clueweb12-0013wb-45-03911,250,4,232
228,clueweb12-0101wb-11-25031,288,5,0
228,clueweb12-0101wb-02-11565,311,4,0
228,clueweb12-0011wb-58-17387,353,4,763
228,clueweb12-0307wb-37-27942,839,4,46
228,clueweb12-0311wb-68-02767,647,9,0
228,clueweb12-0100wb-48-33454,371,3,84
228,clueweb12-0013wb-62-05465,310,5,0
228,clueweb12-0810wb-78-12851,1522,15,0
228,clueweb12-0100wb-86-09072,347,4,0
228,clueweb12-0101wb-30-14011,414,3,25
228,clueweb12-0009wb-89-29513,485,5,19919
228,clueweb12-0400wb-49-24863,679,7,0
228,clueweb12-0100wb-92-28538,405,5,0
228,clueweb12-0012wb-38-22082,244,1,299
228,clueweb12-0406wb-33-28759,227,7,0
228,clueweb12-0201wb-62-11740,1766,2,33
228,clueweb12-0406wb-14-00205,432,5,42
228,clueweb12-0902wb-01-17438,1577,2,2958
228,clueweb12-0401wb-83-14443,679,4,0
228,clueweb12-1904wb-06-23861,710,11,0
228,clueweb12-0811wb-86-31496,813,2,171
228,clueweb12-1703wb-58-14431,2130,11,0
228,clueweb12-0406wb-53-18005,299,8,26
228,clueweb12-1010wb-18-21990,426,4,6
228,clueweb12-1413wb-19-12343,631,2,0
228,clueweb12-0406wb-51-20561,356,6,2
228,clueweb12-0604wb-39-32664,210,4,13
228,clueweb12-0407wb-06-14025,575,5,1
228,clueweb12-1909wb-47-26225,699,9,0
228,clueweb12-1805wb-51-16190,898,4,0
228,clueweb12-0312wb-29-24637,669,8,0
228,clueweb12-1714wb-05-28583,1210,10,0
228,clueweb12-0817wb-95-01017,4395,4,2
228,clueweb12-0001wb-59-18585,179,5,106
228,clueweb12-0308wb-17-14930,472,4,6
228,clueweb12-0307wb-51-08318,315,3,173
228,clueweb12-1815wb-12-02191,1528,8,12
228,clueweb12-0003wb-79-21435,1580,4,7390
228,clueweb12-0401wb-47-25355,574,3,0
228,clueweb12-0812wb-25-02735,1247,2,172
228,clueweb12-1707wb-29-31412,704,7,0
228,clueweb12-1715wb-47-11749,2415,16,0
228,clueweb12-1200tw-28-06137,898,6,0
228,clueweb12-0000tw-07-00732,866,6,0
228,clueweb12-0212wb-22-20225,480,4,5070
228,clueweb12-0804wb-86-23314,690,10,24
228,clueweb12-1410wb-37-18075,1703,11,9
228,clueweb12-1704wb-26-23317,633,8,118
228,clueweb12-1705wb-38-06247,650,8,141
228,clueweb12-1410wb-53-07963,1241,11,17
228,clueweb12-0805wb-29-10872,811,19,2
228,clueweb12-0410wb-19-09391,251,3,2
229,clueweb12-1503wb-84-01754,718,4,178
229,clueweb12-0008wb-61-17801,1216,3,63
229,clueweb12-1504wb-28-08365,689,7,3
229,clueweb12-0004wb-36-27180,344,10,12
229,clueweb12-1503wb-86-27636,441,5,194
229,clueweb12-1503wb-89-18308,466,5,192
229,clueweb12-1504wb-17-22485,384,7,56
229,clueweb12-1115wb-85-04096,638,3,23
229,clueweb12-1503wb-64-15413,414,7,106
229,clueweb12-0612wb-34-09155,374,2,1
229,clueweb12-1504wb-25-10679,181,4,29
229,clueweb12-1504wb-22-14690,186,4,26
229,clueweb12-0608wb-12-03792,313,4,213
229,clueweb12-0406wb-33-24478,638,8,4
229,clueweb12-1707wb-87-03458,356,5,112
229,clueweb12-0311wb-23-19666,907,3,0
229,clueweb12-0611wb-56-03268,603,5,5
229,clueweb12-0006wb-80-27175,1067,3,0
229,clueweb12-0211wb-10-06275,356,6,535
229,clueweb12-1014wb-45-07399,436,4,492
229,clueweb12-0800tw-01-08227,792,4,22
229,clueweb12-0301wb-50-29249,274,5,0
229,clueweb12-1715wb-84-04470,577,13,7
229,clueweb12-0005wb-12-23550,821,11,95
229,clueweb12-0701wb-67-25652,311,5,22
229,clueweb12-1714wb-28-20377,575,12,38
229,clueweb12-0007wb-86-23658,176,5,636
229,clueweb12-0002wb-10-03359,1786,7,35
229,clueweb12-1909wb-62-03648,304,6,11
229,clueweb12-1607wb-49-04155,535,3,344
229,clueweb12-1414wb-43-17780,218,2,6
229,clueweb12-1608wb-19-30828,1026,10,20
229,clueweb12-1501wb-24-16447,593,10,0
229,clueweb12-0007wb-05-32325,692,6,48
229,clueweb12-0207wb-45-15872,658,3,408
229,clueweb12-0207wb-74-32760,611,4,544
229,clueweb12-1503wb-14-17501,654,9,8
229,clueweb12-0207wb-67-07131,724,3,544
229,clueweb12-0700tw-75-13895,483,2,0
229,clueweb12-0400tw-48-15740,657,5,43
229,clueweb12-0207wb-67-07145,668,4,544
229,clueweb12-0203wb-88-03585,601,4,0
229,clueweb12-0207wb-37-18035,714,3,408
229,clueweb12-1113wb-69-14115,1452,6,753
229,clueweb12-0009wb-21-21382,560,2,76
229,clueweb12-0207wb-51-24455,737,5,551
229,clueweb12-1014wb-23-12265,972,7,0
229,clueweb12-0207wb-45-15886,702,1,136
229,clueweb12-1503wb-14-17515,682,8,6
229,clueweb12-0207wb-59-18321,736,6,558
229,clueweb12-1213wb-03-01408,733,4,48
229,clueweb12-0911wb-43-02376,789,3,91
229,clueweb12-0610wb-99-15748,330,13,9
229,clueweb12-1707wb-48-18330,650,5,17
229,clueweb12-1021wb-16-17286,4328,6,1548
229,clueweb12-0207wb-51-24441,843,5,422
229,clueweb12-0200wb-23-32545,506,11,2
229,clueweb12-1707wb-29-23915,354,4,15
229,clueweb12-0007wb-97-21747,229,6,75
229,clueweb12-1614wb-90-10026,1638,9,142
229,clueweb12-1504wb-36-06342,626,5,24
229,clueweb12-1708wb-61-17630,393,8,15
229,clueweb12-1604wb-56-21849,1112,12,16
229,clueweb12-0205wb-03-02920,471,10,45
229,clueweb12-1006wb-69-06215,688,3,2
229,clueweb12-0000wb-99-10275,932,9,0
229,clueweb12-0106wb-90-19553,1960,5,0
229,clueweb12-0110wb-74-32673,325,7,12
229,clueweb12-1400tw-46-20875,249,6,0
229,clueweb12-0105wb-32-05453,532,5,132
229,clueweb12-0004wb-66-13284,2755,1,3
229,clueweb12-1210wb-34-07357,530,3,45
229,clueweb12-1900tw-22-17786,1259,8,16
229,clueweb12-1313wb-72-13882,862,2,0
229,clueweb12-0606wb-55-15795,1842,2,2
229,clueweb12-0103wb-29-13424,316,2,20
229,clueweb12-0305wb-39-24194,1292,6,6
229,clueweb12-1801wb-70-09293,386,15,0
229,clueweb12-1016wb-74-05306,501,5,0
229,clueweb12-0111wb-62-28310,308,6,0
229,clueweb12-0715wb-44-11584,287,5,36
229,clueweb12-1801wb-25-05190,386,15,9
229,clueweb12-1512wb-04-23107,868,4,870
229,clueweb12-0101wb-76-30325,415,3,7290
229,clueweb12-0102wb-63-28409,388,3,0
229,clueweb12-0302wb-50-09194,316,5,6
229,clueweb12-1614wb-31-17401,1043,10,390
229,clueweb12-0817wb-46-10788,1991,9,922
229,clueweb12-1012wb-16-19155,710,4,190
229,clueweb12-1312wb-06-13200,358,7,0
229,clueweb12-0402wb-56-15478,814,5,15
229,clueweb12-1907wb-89-21076,429,5,17
229,clueweb12-1012wb-00-08842,765,6,570
229,clueweb12-1511wb-11-24887,702,7,70
229,clueweb12-0302wb-25-05270,433,5,642
229,clueweb12-0507wb-93-31133,783,9,45
229,clueweb12-1100tw-89-16466,796,7,0
229,clueweb12-0104wb-10-30699,539,6,0
229,clueweb12-1012wb-47-17504,768,6,597
229,clueweb12-1200wb-52-06792,448,2,152
230,clueweb12-1415wb-74-08061,1807,19,4517
230,clueweb12-1909wb-38-08255,960,4,32
230,clueweb12-1500tw-87-00084,1584,23,75
230,clueweb12-1200tw-61-06265,914,4,0
230,clueweb12-0301tw-10-13712,468,9,10
230,clueweb12-1415wb-64-10843,645,5,16
230,clueweb12-1106wb-70-08637,274,0,0
230,clueweb12-0204wb-66-00420,401,6,4
230,clueweb12-0012wb-09-10269,286,0,0
230,clueweb12-1103wb-47-03997,2215,3,0
230,clueweb12-0808wb-53-05045,762,4,0
230,clueweb12-1106wb-62-04647,344,5,18
230,clueweb12-1512wb-43-19047,2559,8,3
230,clueweb12-1710wb-11-05308,675,4,21
230,clueweb12-1709wb-81-13065,675,4,23
230,clueweb12-0716wb-79-24154,991,8,18
230,clueweb12-0301tw-20-13994,530,2,1556
230,clueweb12-1503wb-12-11339,563,10,0
230,clueweb12-1900tw-26-00821,520,5,12
230,clueweb12-0012wb-94-09631,1524,10,34
230,clueweb12-0000tw-29-15828,285,4,33
230,clueweb12-1807wb-39-21223,1222,3,245
230,clueweb12-1810wb-18-26175,1222,3,0
230,clueweb12-0204wb-58-16680,2208,9,0
230,clueweb12-1804wb-00-27726,4416,12,0
230,clueweb12-1803wb-38-23357,918,15,33
230,clueweb12-0312wb-24-01669,4482,15,0
230,clueweb12-0402wb-56-02330,4396,15,0
230,clueweb12-0002wb-23-15275,902,18,10
230,clueweb12-0713wb-23-25053,889,6,18
230,clueweb12-1300tw-05-11829,652,4,0
230,clueweb12-0005wb-60-30919,2520,8,8
230,clueweb12-0715wb-42-24538,725,16,32
230,clueweb12-1106wb-76-08357,2907,2,390
230,clueweb12-1306wb-46-32149,643,3,200
230,clueweb12-1700tw-36-03683,2280,12,2
230,clueweb12-1100tw-02-21308,858,9,0
230,clueweb12-0005wb-47-19978,1521,10,115
230,clueweb12-0002wb-41-31870,283,5,40
230,clueweb12-1400tw-32-06168,1230,2,8
230,clueweb12-1200tw-41-07082,914,6,0
230,clueweb12-1414wb-34-01370,565,7,0
230,clueweb12-1103wb-97-16366,562,8,1
230,clueweb12-0208wb-53-05628,1596,6,23420
230,clueweb12-0716wb-23-10845,614,15,30
230,clueweb12-0715wb-77-13630,660,15,93
230,clueweb12-0800wb-40-11388,653,13,26
230,clueweb12-0715wb-50-02746,628,14,28
230,clueweb12-1212wb-07-05602,697,3,354
230,clueweb12-0716wb-23-10859,615,14,46
230,clueweb12-1415wb-76-32110,663,5,16
230,clueweb12-0204wb-74-11258,2200,12,0
230,clueweb12-0717wb-26-09895,650,15,68
230,clueweb12-0717wb-46-10115,612,14,46
230,clueweb12-1803wb-38-14664,4160,12,0
230,clueweb12-0800wb-53-27237,860,14,28
230,clueweb12-0800wb-06-02555,1113,14,46
230,clueweb12-0714wb-75-20755,672,14,28
230,clueweb12-0800wb-25-07873,703,14,64
230,clueweb12-0800wb-25-07901,726,14,46
230,clueweb12-0003wb-01-05224,1909,6,0
230,clueweb12-1309wb-67-23843,1466,7,30
230,clueweb12-0608wb-03-27762,742,7,0
230,clueweb12-0104wb-35-32802,1273,17,0
230,clueweb12-0100tw-44-15394,684,6,186
230,clueweb12-1604wb-64-10933,1733,5,0
230,clueweb12-0715wb-42-24552,898,15,30
230,clueweb12-0800wb-25-07887,748,15,68
230,clueweb12-0716wb-84-16518,768,14,28
230,clueweb12-0715wb-90-25914,731,14,46
230,clueweb12-0716wb-73-12677,790,13,60
230,clueweb12-0409wb-92-22391,427,3,3
230,clueweb12-0500tw-33-16872,851,8,115
230,clueweb12-1500wb-64-05961,918,11,30
230,clueweb12-1804wb-17-17903,732,2,0
230,clueweb12-0900tw-61-18756,1508,7,93
230,clueweb12-0800wb-53-27223,893,16,52
230,clueweb12-0003wb-10-30929,619,8,54
230,clueweb12-0001wb-67-37051,301,5,0
230,clueweb12-0200tw-22-00440,1273,10,20
230,clueweb12-0714wb-13-08503,1229,5,60
230,clueweb12-0716wb-84-16532,835,11,22
230,clueweb12-0204wb-32-30943,1339,6,0
230,clueweb12-0005wb-26-09018,685,7,388
230,clueweb12-0714wb-58-15788,825,14,28
230,clueweb12-1414wb-18-01731,602,10,0
230,clueweb12-0300tw-57-21398,534,10,0
230,clueweb12-1500tw-93-10276,361,8,0
230,clueweb12-1106wb-00-08957,386,6,33
230,clueweb12-0200tw-07-23164,1831,10,67
230,clueweb12-0716wb-96-00551,937,13,60
230,clueweb12-0715wb-44-13685,1014,16,55
230,clueweb12-1416wb-43-13821,895,4,0
230,clueweb12-0800wb-74-20569,904,15,68
230,clueweb12-0715wb-29-05296,891,12,56
230,clueweb12-0714wb-99-13775,856,15,30
230,clueweb12-0715wb-11-11924,869,13,26
230,clueweb12-0812wb-08-22932,930,5,19
230,clueweb12-1611wb-52-04373,462,6,0
230,clueweb12-1103wb-62-05084,558,5,1190
231,clueweb12-1704wb-46-25975,1942,6,10
231,clueweb12-0807wb-03-19968,2544,3,0
231,clueweb12-0919wb-54-02240,1019,4,24
231,clueweb12-1603wb-00-09641,589,7,603
231,clueweb12-0108wb-52-04663,634,6,0
231,clueweb12-1316wb-06-14973,869,10,0
231,clueweb12-1316wb-04-25696,1026,5,0
231,clueweb12-0809wb-59-01683,888,6,58
231,clueweb12-1400tw-45-14447,913,4,27
231,clueweb12-0007wb-51-17998,591,4,13
231,clueweb12-1911wb-85-11064,461,9,0
231,clueweb12-0209wb-76-32841,1408,5,58
231,clueweb12-1300tw-25-16656,719,5,70
231,clueweb12-0001wb-36-08693,555,3,8
231,clueweb12-1009wb-33-15009,687,5,41
231,clueweb12-0502wb-54-08001,702,10,19
231,clueweb12-1612wb-11-16378,1019,7,0
231,clueweb12-1908wb-13-07053,788,11,1196
231,clueweb12-1604wb-49-16476,310,8,2
231,clueweb12-1700tw-09-10171,2218,3,9
231,clueweb12-1802wb-53-03570,802,6,0
231,clueweb12-0609wb-59-28037,758,3,15
231,clueweb12-1604wb-64-10820,283,6,4
231,clueweb12-1903wb-84-13289,1624,11,0
231,clueweb12-1102wb-29-18742,4541,1,2
231,clueweb12-0300wb-43-09411,1077,1,3
231,clueweb12-0909wb-60-03097,325,3,0
231,clueweb12-0915wb-39-11417,1777,7,9
231,clueweb12-1603wb-18-25725,360,5,110
231,clueweb12-0300tw-18-02008,472,9,24
231,clueweb12-1109wb-93-06080,563,4,0
231,clueweb12-1602wb-97-09126,404,5,1714
231,clueweb12-1108wb-71-00261,684,6,0
231,clueweb12-1504wb-10-17690,568,5,67
231,clueweb12-0300tw-75-17304,1854,5,0
231,clueweb12-1613wb-11-07934,1595,2,5
231,clueweb12-0907wb-40-09684,573,19,8
231,clueweb12-0304wb-82-11616,625,8,81
231,clueweb12-1804wb-84-04786,564,8,48
231,clueweb12-1108wb-49-17134,928,4,6
231,clueweb12-1807wb-76-22286,451,6,9
231,clueweb12-0702wb-61-03091,871,7,4
231,clueweb12-0300wb-37-20350,1278,10,17
231,clueweb12-0108wb-39-10474,827,7,6
231,clueweb12-0909wb-88-10530,976,8,0
231,clueweb12-0907wb-18-25503,984,8,0
231,clueweb12-0804wb-16-01232,1325,12,108
231,clueweb12-1000tw-35-07242,1065,9,76
231,clueweb12-0000wb-95-15800,705,4,38
231,clueweb12-1012wb-05-09205,1296,7,9
231,clueweb12-0813wb-91-28655,821,13,48
231,clueweb12-0500wb-98-26514,3923,5,0
231,clueweb12-0900wb-97-00509,1833,8,12
231,clueweb12-0605wb-19-15502,606,10,50
231,clueweb12-1808wb-00-05592,469,6,9
231,clueweb12-1414wb-30-03456,1196,10,12
231,clueweb12-1208wb-39-21899,181,3,15
231,clueweb12-0805wb-41-18211,304,4,61
231,clueweb12-1315wb-88-00316,765,7,0
231,clueweb12-1910wb-77-24014,1017,13,0
231,clueweb12-0817wb-46-04371,472,6,42
231,clueweb12-1502wb-23-16956,1066,13,27
231,clueweb12-1315wb-86-10709,888,5,4
231,clueweb12-1315wb-93-05434,965,5,4
231,clueweb12-0406wb-66-18551,1899,8,44
231,clueweb12-1909wb-35-02928,625,3,3
231,clueweb12-1315wb-97-34414,932,6,10
231,clueweb12-1406wb-10-20930,3054,4,14
231,clueweb12-0403wb-17-37134,882,9,0
231,clueweb12-0201wb-27-00559,652,0,1004
231,clueweb12-1701wb-92-21564,792,7,0
231,clueweb12-0404wb-85-13574,2232,2,4
231,clueweb12-0716wb-25-15158,210,4,35
231,clueweb12-0508wb-03-13342,698,13,47
231,clueweb12-0308wb-62-31982,687,9,253
231,clueweb12-0611wb-28-06588,707,20,59
231,clueweb12-0100wb-29-04022,433,6,11
231,clueweb12-1603wb-31-08382,594,6,12
231,clueweb12-0911wb-63-03671,699,6,0
231,clueweb12-1106wb-81-07789,639,5,0
231,clueweb12-1513wb-05-15740,2481,5,11
231,clueweb12-0713wb-59-22900,610,12,0
231,clueweb12-0908wb-07-04397,2072,9,92
231,clueweb12-0816wb-93-15731,1364,8,58
231,clueweb12-0909wb-64-25943,876,6,0
231,clueweb12-0912wb-06-22212,1069,11,70
231,clueweb12-1603wb-72-19720,513,11,12
231,clueweb12-0101wb-22-29999,1261,8,6
231,clueweb12-0013wb-66-19205,3096,3,5
231,clueweb12-1900wb-73-05287,2341,4,0
231,clueweb12-0815wb-71-19997,82,6,0
231,clueweb12-0303wb-91-22282,1055,9,14
231,clueweb12-0306wb-63-12149,853,13,12
231,clueweb12-1315wb-94-30393,1317,6,5
231,clueweb12-1908wb-45-15814,516,14,138
231,clueweb12-0002wb-99-10101,1887,5,12
231,clueweb12-1009wb-61-25495,1821,9,54
231,clueweb12-0412wb-11-27575,1973,7,26
231,clueweb12-0100tw-53-14905,263,3,8
231,clueweb12-1814wb-03-14269,497,5,7
232,clueweb12-0715wb-81-29281,629,4,10
232,clueweb12-1408wb-54-03151,1153,3,4
232,clueweb12-1315wb-78-21780,1149,14,13
232,clueweb12-1211wb-93-02643,555,10,10
232,clueweb12-1302wb-57-00086,546,11,27
232,clueweb12-0500tw-08-21793,1831,10,0
232,clueweb12-0307wb-19-27562,838,9,8
232,clueweb12-1113wb-09-19158,3533,3,2
232,clueweb12-0817wb-32-34922,531,17,11
232,clueweb12-0403wb-41-13323,2902,18,32
232,clueweb12-1514wb-74-29669,253,4,10
232,clueweb12-1109wb-90-15793,358,4,20
232,clueweb12-1406wb-31-17864,1589,4,4
232,clueweb12-1400wb-64-01160,1034,9,6
232,clueweb12-1806wb-83-10475,369,2,42
232,clueweb12-1900wb-86-06341,1138,12,0
232,clueweb12-0915wb-29-20876,1139,19,30
232,clueweb12-1000tw-86-00385,429,16,17
232,clueweb12-1212wb-13-22320,3258,3,0
232,clueweb12-1813wb-62-27555,1932,9,240
232,clueweb12-1304wb-00-08923,988,3,23
232,clueweb12-0607wb-49-27888,2990,2,44
232,clueweb12-1813wb-36-28539,2070,9,303
232,clueweb12-1706wb-81-27871,1370,2,4
232,clueweb12-1408wb-77-24070,1355,3,18
